DATAFLOW,AREA_REF,FREQ,INDICADOR,ECO,TIME_PERIOD,OBS_VALUE,OBS_STATUS,DECIMALS,UNIDAD,MULT
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2017-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2017-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2017-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2017-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2017-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2017-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2017-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2017-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2017-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2017-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2017-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2017-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2017-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2017-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2017-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2017-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2017-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2017-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2017-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2017-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2017-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2017-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2017-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2017-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2017-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2017-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2017-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2017-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2017-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2017-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2017-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2017-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2017-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2017-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2017-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2017-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2017-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2017-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2017-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2017-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2017-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2017-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2017-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2017-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2017-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2017-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2017-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2017-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2017-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2017-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2017-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2017-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2017-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2017-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2017-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2017-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2017-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2017-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2017-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2017-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2017-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2017-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2017-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2017-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2017-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2017-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2017-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2017-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2017-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2017-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2017-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2017-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2017-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2017-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2017-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2017-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2017-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2017-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2017-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2017-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2017-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2017-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2017-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2017-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2017-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2017-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2017-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2017-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2017-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2017-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2017-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2017-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2017-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2017-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2017-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2017-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2017-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2017-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2017-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2017-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2017-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2017-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2017-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2017-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2017-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2017-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2017-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2017-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2017-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2017-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2017-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2017-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2017-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2017-M12,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2018-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2018-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2018-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2018-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2018-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2018-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2018-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2018-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2018-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2018-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2018-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2018-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2018-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2018-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2018-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2018-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2018-M01,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2018-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2018-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2018-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2018-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2018-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2018-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2018-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2018-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2018-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2018-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2018-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2018-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2018-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2018-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2018-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2018-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2018-M02,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2018-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2018-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2018-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2018-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2018-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2018-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2018-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2018-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2018-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2018-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2018-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2018-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2018-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2018-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2018-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2018-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2018-M03,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2018-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2018-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2018-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2018-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2018-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2018-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2018-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2018-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2018-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2018-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2018-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2018-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2018-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2018-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2018-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2018-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2018-M04,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2018-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2018-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2018-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2018-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2018-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2018-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2018-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2018-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2018-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2018-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2018-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2018-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2018-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2018-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2018-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2018-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2018-M05,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2018-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2018-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2018-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2018-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2018-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2018-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2018-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2018-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2018-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2018-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2018-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2018-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2018-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2018-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2018-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2018-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2018-M06,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2018-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2018-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2018-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2018-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2018-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2018-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2018-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2018-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2018-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2018-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2018-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2018-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2018-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2018-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2018-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2018-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2018-M07,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2018-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2018-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2018-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2018-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2018-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2018-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2018-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2018-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2018-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2018-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2018-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2018-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2018-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2018-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2018-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2018-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2018-M08,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2018-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2018-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2018-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2018-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2018-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2018-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2018-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2018-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2018-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2018-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2018-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2018-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2018-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2018-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2018-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2018-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2018-M09,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2018-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2018-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2018-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2018-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2018-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2018-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2018-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2018-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2018-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2018-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2018-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,M,2018-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,N,2018-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,O,2018-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,P,2018-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,Q,2018-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,R,2018-M10,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,B,2018-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,C,2018-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,D,2018-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,E,2018-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,F,2018-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,G,2018-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,H,2018-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,I,2018-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,J,2018-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,K,2018-M11,1.1,,1,RT,0
CL01:DF_IR_RAMA(1.0),_T,M,IR,L,2018-M11,1.1,,1,RT,0
